JobTitle,Gender,Age,PerfEval,Education,Dept,Seniority,BasePay,Bonus
Marketing Associate,Male,40,3,PhD,IT,5,116096,4644
IT,Male,46,1,High School,IT,4,122303,4989
Graphic Designer,Female,35,1,PhD,Finance,3,145824,7151
Graphic Designer,Female,39,2,Masters,Sales,2,126219,5844
Financial Analyst,Female,34,2,College,IT,1,138184,7884
Graphic Designer,Male,35,3,High School,Finance,2,120918,5007
Financial Analyst,Male,40,3,High School,Administration,4,116777,3135
Graphic Designer,Female,62,3,PhD,Operations,4,81283,3574
Software Engineer,Male,49,5,College,IT,5,78510,4434
Financial Analyst,Female,24,1,College,Management,2,77138,8482
Marketing Associate,Female,20,2,PhD,Marketing,4,61073,8899
Manager,Female,34,2,PhD,Marketing,4,78872,6093
IT,Male,50,2,College,Sales,1,145091,5563
Manager,Male,56,3,Masters,Sales,2,121773,5438
Manager,Male,34,5,College,Finance,4,51412,4344
Graphic Designer,Female,28,1,College,Finance,4,83077,8315
Software Engineer,Female,21,4,High School,Engineering,5,146278,5943
Financial Analyst,Male,51,1,Masters,Sales,3,77410,8098
IT,Female,64,2,High School,IT,1,134778,9390
Manager,Female,50,1,PhD,Engineering,2,64072,7053
Sales Associate,Female,49,2,High School,IT,2,148413,5039
IT,Female,38,2,High School,Management,1,78397,8670
Software Engineer,Female,42,4,High School,Administration,5,65294,8784
Graphic Designer,Female,47,2,Masters,Engineering,4,66863,6934
Manager,Female,32,3,PhD,Sales,3,83110,9224
IT,Female,65,4,PhD,Management,3,97758,9696
Human Resources,Male,22,5,PhD,IT,2,118897,9368
Graphic Designer,Female,25,3,College,IT,2,116816,3619
Marketing Associate,Male,62,5,PhD,Operations,5,89561,7722
Software Engineer,Male,44,3,Masters,Administration,3,73134,7694
Sales Associate,Male,38,5,Masters,Finance,4,147444,4353
Financial Analyst,Female,44,2,High School,Administration,5,93529,6527
Manager,Female,26,3,Masters,Operations,4,134049,4596
Human Resources,Male,59,1,High School,Administration,2,110319,9625
Marketing Associate,Female,32,4,High School,Finance,2,78696,8300
Software Engineer,Female,31,3,Masters,IT,5,52121,9653
Financial Analyst,Male,47,1,Masters,Sales,5,145551,8864
Marketing Associate,Female,32,5,Masters,Finance,4,69109,9576
Manager,Male,39,2,College,Administration,3,145524,3684
Manager,Female,29,5,College,Administration,2,88304,3679
Software Engineer,Female,30,4,PhD,Operations,2,125857,9445
Software Engineer,Male,30,4,Masters,Engineering,1,110093,8826
Financial Analyst,Female,60,4,College,Finance,1,90367,5029
Software Engineer,Female,32,5,Masters,Administration,2,148877,9767
Sales Associate,Female,37,4,High School,Finance,5,60903,3373
Software Engineer,Female,65,4,Masters,Operations,5,53672,9686
Manager,Male,54,1,College,Operations,4,114360,6433
IT,Female,31,5,High School,Marketing,2,69654,7991
Manager,Male,43,1,Masters,Marketing,4,91722,5118
Human Resources,Female,39,3,College,Operations,2,130569,9214
Graphic Designer,Male,40,1,College,Marketing,2,107121,4455
Financial Analyst,Female,51,3,College,Finance,5,52473,6529
Software Engineer,Male,58,2,PhD,Management,4,109874,4141
IT,Male,27,4,High School,Finance,3,63273,3529
IT,Female,65,3,Masters,Operations,5,147569,6483
Human Resources,Male,27,5,High School,Finance,2,122412,7220
Marketing Associate,Female,42,4,College,IT,5,54634,9919
Graphic Designer,Female,29,2,Masters,Marketing,5,137121,5864
Financial Analyst,Male,29,1,PhD,Management,2,78639,7824
Graphic Designer,Female,45,1,College,Finance,4,136165,7900
Graphic Designer,Male,37,3,PhD,Engineering,3,126611,3368
Financial Analyst,Female,44,4,High School,Operations,2,78982,6056
Graphic Designer,Male,34,3,PhD,Operations,5,98527,8949
Financial Analyst,Male,58,5,College,Engineering,5,148539,4983
Manager,Male,44,2,Masters,Administration,4,110888,5243
Sales Associate,Female,44,3,High School,Engineering,4,82044,9935
Marketing Associate,Male,36,2,PhD,Finance,4,56561,8923
Graphic Designer,Female,45,3,High School,Management,5,149648,3155
Software Engineer,Female,27,4,PhD,Finance,3,134564,6492
Graphic Designer,Female,21,3,PhD,Marketing,4,106745,3838
Sales Associate,Female,40,2,Masters,Sales,3,51124,6695
Manager,Male,40,3,PhD,Management,1,54197,7059
Human Resources,Female,56,1,PhD,Operations,5,64143,8176
Sales Associate,Female,42,3,Masters,Engineering,1,86302,3432
Financial Analyst,Male,52,5,Masters,Operations,1,112943,9034
IT,Male,64,3,PhD,Management,4,141680,8655
Sales Associate,Female,49,5,College,Engineering,2,123559,3334
Financial Analyst,Female,44,3,PhD,IT,4,90522,5599
Graphic Designer,Male,53,1,PhD,Operations,4,116581,4180
Graphic Designer,Female,40,4,High School,Marketing,4,58225,6253
Human Resources,Male,33,3,PhD,Operations,1,135934,6010
IT,Male,20,4,PhD,Operations,4,69979,8502
Financial Analyst,Male,27,4,College,Sales,5,113947,3401
Marketing Associate,Female,47,4,Masters,Administration,3,99761,5038
Sales Associate,Male,47,2,Masters,Operations,5,104185,7713
Marketing Associate,Female,57,3,PhD,IT,1,85229,7813
Human Resources,Male,59,2,PhD,Operations,1,122362,5148
Human Resources,Female,46,3,PhD,Administration,1,89833,8651
Marketing Associate,Female,62,1,College,Marketing,2,133948,4361
Software Engineer,Female,43,2,Masters,Administration,1,112457,6744
Graphic Designer,Female,33,5,PhD,Administration,1,81376,8867
IT,Female,48,1,Masters,Engineering,2,83840,4926
Manager,Male,22,4,High School,Management,5,102595,5042
Human Resources,Male,45,4,High School,Sales,4,50340,4352
Financial Analyst,Male,44,1,PhD,Management,4,123004,5654
Human Resources,Female,26,1,PhD,IT,1,132225,6512
Sales Associate,Male,40,1,High School,Administration,1,83133,7372
Graphic Designer,Female,52,4,High School,Marketing,5,111297,8686
Software Engineer,Male,28,1,College,Operations,2,63216,4957
Software Engineer,Male,40,1,Masters,Management,1,73646,5552
Sales Associate,Female,48,2,PhD,Management,4,83290,6400
Sales Associate,Male,56,5,High School,Marketing,1,121293,9392
Marketing Associate,Male,50,3,Masters,Engineering,3,130427,9371
Marketing Associate,Female,54,2,College,Marketing,3,97367,5210
Software Engineer,Female,64,2,Masters,Marketing,3,62978,5778
Human Resources,Male,26,4,College,Administration,1,66196,5040
Graphic Designer,Male,52,5,High School,Management,4,59747,5937
Sales Associate,Male,58,4,High School,Operations,1,108530,7244
Financial Analyst,Female,52,5,PhD,IT,4,80257,9536
Marketing Associate,Male,36,1,Masters,Administration,3,57404,3519
Financial Analyst,Male,29,2,PhD,Operations,5,138321,8138
IT,Male,50,1,High School,Operations,2,120728,6915
Financial Analyst,Female,29,1,College,Finance,4,59440,5042
Human Resources,Female,33,5,PhD,Engineering,5,141949,8805
IT,Male,22,4,College,Engineering,5,134221,7056
IT,Female,64,5,College,IT,4,141520,4343
Sales Associate,Female,43,1,College,Finance,1,67132,4703
Human Resources,Female,57,4,Masters,Engineering,5,138746,7113
Marketing Associate,Female,38,1,Masters,Management,3,86905,4222
Marketing Associate,Male,53,3,College,Sales,2,69195,6963
Sales Associate,Male,54,5,High School,Engineering,3,97916,5463
Manager,Male,35,1,PhD,Marketing,1,62868,6367
IT,Male,56,5,PhD,Management,4,70497,7383
Human Resources,Male,32,1,High School,Finance,3,106156,8986
Manager,Male,34,4,PhD,Engineering,3,58287,6287
Graphic Designer,Female,50,4,Masters,Administration,3,147953,7354
Manager,Male,60,2,PhD,Sales,2,83653,5615
Human Resources,Female,50,4,High School,Marketing,2,132915,7423
Graphic Designer,Female,28,2,PhD,Finance,1,56930,3895
Financial Analyst,Male,59,2,PhD,Management,1,57019,6562
Manager,Female,25,2,Masters,Marketing,3,149817,3174
IT,Female,29,2,PhD,Sales,2,127834,5585
Sales Associate,Female,62,3,College,Management,4,83795,3903
Human Resources,Male,25,4,PhD,Sales,3,121130,6748
Sales Associate,Female,50,3,PhD,Engineering,5,105134,6733
Human Resources,Female,38,1,College,IT,1,132352,8534
Graphic Designer,Male,22,3,College,Administration,2,67533,7475
Financial Analyst,Female,56,2,High School,IT,4,102467,3931
Financial Analyst,Female,32,4,High School,IT,1,68464,5262
Marketing Associate,Female,35,2,Masters,Engineering,3,116197,5522
Graphic Designer,Female,24,2,College,Administration,5,50301,5987
Marketing Associate,Male,55,1,Masters,Management,1,117681,3132
Marketing Associate,Male,35,2,College,Engineering,4,112661,4599
Marketing Associate,Male,20,1,PhD,IT,3,125668,9719
Sales Associate,Female,48,3,PhD,Sales,2,89102,6910
Human Resources,Male,53,5,High School,Marketing,3,55528,4520
IT,Male,30,3,College,Sales,2,79010,5919
Financial Analyst,Female,43,3,Masters,Management,2,65469,7688
IT,Female,28,4,Masters,Finance,4,98635,8364
Sales Associate,Female,28,5,College,Administration,1,102016,3718
Software Engineer,Female,65,3,Masters,Sales,5,78112,3426
Human Resources,Male,29,1,Masters,Marketing,5,97761,3588
Graphic Designer,Male,22,1,PhD,Management,1,143804,8123
Sales Associate,Male,44,3,Masters,Management,2,103890,3798
Financial Analyst,Female,44,2,College,IT,4,84979,5488
Manager,Male,38,1,PhD,Marketing,1,147190,4787
Financial Analyst,Male,47,1,High School,Engineering,3,57024,3701
Manager,Female,34,2,High School,Engineering,5,133473,5564
Graphic Designer,Male,29,5,College,Marketing,1,97491,4217
Manager,Female,51,5,Masters,Operations,2,74229,9910
Graphic Designer,Male,36,1,Masters,IT,1,128935,4917
Financial Analyst,Female,48,2,High School,Marketing,2,140552,7339
IT,Male,33,1,College,Sales,3,118574,7960
Sales Associate,Male,49,1,College,Marketing,3,92699,7743
Sales Associate,Female,36,5,Masters,Engineering,1,77085,6535
Manager,Male,61,4,Masters,Engineering,3,81290,5209
IT,Male,52,5,Masters,Administration,4,96191,6150
Software Engineer,Male,22,2,Masters,Finance,2,103201,7808
Human Resources,Female,64,4,College,Management,1,143169,4781
Software Engineer,Female,39,2,High School,Administration,4,56329,4580
Graphic Designer,Male,57,5,High School,Finance,4,108518,7245
Financial Analyst,Female,24,4,College,Administration,5,135578,7086
Graphic Designer,Female,47,2,PhD,Engineering,3,80782,9300
Software Engineer,Male,37,5,High School,Finance,4,122451,5968
Sales Associate,Female,34,1,PhD,Marketing,1,129455,4494
Human Resources,Female,54,2,Masters,Management,5,91979,5741
Graphic Designer,Female,46,2,Masters,Finance,4,141560,5469
Financial Analyst,Female,45,4,Masters,Operations,5,132329,9584
Manager,Male,21,5,Masters,Marketing,1,57915,8381
Manager,Male,52,5,Masters,Management,2,56864,3457
Human Resources,Female,39,5,College,IT,5,50593,3604
Sales Associate,Female,55,4,College,Engineering,1,126649,8062
IT,Male,54,5,College,Operations,5,126320,4615
Marketing Associate,Female,43,1,High School,Management,2,145930,7985
Sales Associate,Female,64,4,High School,Operations,4,137890,9052
Human Resources,Female,53,5,Masters,Operations,4,123381,6995
Sales Associate,Female,44,3,High School,Operations,1,83554,3060
Financial Analyst,Female,35,1,PhD,Operations,3,77430,7564
Sales Associate,Female,60,4,PhD,Finance,1,97655,7716
Graphic Designer,Male,36,4,Masters,Finance,1,124728,5581
Manager,Female,58,2,Masters,Engineering,5,140490,9658
Sales Associate,Female,41,3,PhD,Operations,5,146220,6590
Software Engineer,Female,64,1,PhD,IT,1,98698,9677
Sales Associate,Male,33,2,PhD,Operations,3,79883,3079
Marketing Associate,Female,29,1,PhD,Administration,2,124027,5076
Software Engineer,Male,36,5,PhD,Engineering,2,123538,4475
Graphic Designer,Female,40,4,Masters,Marketing,1,76819,3967
Human Resources,Female,63,1,College,IT,4,84060,7571
Graphic Designer,Female,49,3,Masters,Engineering,5,91939,9358
Financial Analyst,Male,26,1,PhD,Administration,5,116989,9022
Sales Associate,Male,21,5,High School,Administration,1,137120,9362
Graphic Designer,Female,28,4,High School,Management,1,143218,4110
Human Resources,Female,49,5,Masters,Marketing,3,108364,3229
Software Engineer,Male,44,5,High School,Engineering,4,56007,5903
Financial Analyst,Female,21,4,High School,IT,1,138018,9751
Manager,Female,24,2,PhD,Administration,3,58879,9175
Marketing Associate,Female,56,1,Masters,Administration,3,68620,6993
Human Resources,Female,51,5,PhD,Finance,2,65016,9320
Marketing Associate,Female,51,2,Masters,IT,4,141398,9860
IT,Male,65,1,College,Operations,4,84615,5652
Graphic Designer,Female,32,1,College,Administration,3,54572,4367
Manager,Male,37,3,Masters,Marketing,3,98730,7548
IT,Male,60,4,College,Finance,1,144876,9916
Financial Analyst,Female,52,3,College,Operations,2,51000,5825
Graphic Designer,Male,63,4,PhD,Finance,5,61048,3013
Human Resources,Female,43,1,College,Sales,5,71707,6610
Graphic Designer,Male,42,1,College,Management,1,129253,5326
IT,Male,29,3,High School,Management,4,114422,7438
Graphic Designer,Female,22,1,PhD,Sales,3,132135,3941
Graphic Designer,Male,49,2,High School,Finance,4,137568,8472
Graphic Designer,Male,53,2,PhD,Operations,4,77183,4870
Graphic Designer,Male,65,4,High School,Sales,4,99983,7749
Marketing Associate,Male,34,1,College,Administration,2,136347,3784
Graphic Designer,Female,65,2,Masters,IT,5,103895,9549
Manager,Male,60,5,PhD,Engineering,1,88963,6438
Human Resources,Female,41,1,High School,Engineering,1,121320,3038
Software Engineer,Male,57,4,Masters,Marketing,2,91269,5868
IT,Female,24,3,Masters,Operations,1,74838,6003
Marketing Associate,Female,24,2,Masters,Engineering,5,58173,9171
Manager,Female,64,4,College,Sales,2,143141,4809
Manager,Female,20,2,PhD,Finance,2,147960,5444
Manager,Female,25,2,College,Marketing,5,137398,4738
IT,Female,35,4,PhD,Management,2,84955,3318
Software Engineer,Male,30,5,PhD,Operations,2,104761,6594
Manager,Male,38,2,Masters,Sales,1,88244,7700
Marketing Associate,Male,20,4,College,Administration,3,99440,6237
Marketing Associate,Male,27,2,College,Operations,4,127516,7548
Software Engineer,Female,53,4,High School,Operations,1,75179,6837
Marketing Associate,Female,46,1,Masters,Administration,4,116565,6315
Marketing Associate,Male,30,4,PhD,IT,4,53762,5171
IT,Male,56,2,High School,Engineering,5,125874,4172
Marketing Associate,Female,53,3,High School,Operations,1,131784,4385
Financial Analyst,Male,30,5,College,Sales,1,50324,4215
Sales Associate,Female,55,3,College,IT,2,85810,3683
IT,Female,41,1,High School,Administration,5,129684,7736
Sales Associate,Female,31,1,Masters,Finance,2,123525,5441
Human Resources,Male,50,4,Masters,Management,3,110712,9073
Financial Analyst,Female,38,3,College,Finance,2,109688,6842
Human Resources,Female,32,1,Masters,IT,2,97865,3098
Software Engineer,Female,41,2,Masters,Finance,4,120945,9097
Marketing Associate,Female,35,4,High School,Marketing,2,73195,6962
Sales Associate,Male,23,5,PhD,Management,4,123839,4427
Human Resources,Female,51,5,PhD,Administration,2,58461,9329
Sales Associate,Male,46,4,Masters,Finance,3,99109,3823
Financial Analyst,Female,49,2,College,Sales,5,63384,4657
Marketing Associate,Female,53,3,College,Management,1,121830,3647
Marketing Associate,Male,52,3,High School,Marketing,2,88994,3472
Marketing Associate,Male,55,3,Masters,IT,1,141166,4853
Graphic Designer,Female,36,1,Masters,IT,2,98144,8755
Sales Associate,Male,64,4,College,Operations,3,52919,5993
Graphic Designer,Female,23,1,PhD,Operations,5,121354,4792
Manager,Male,33,2,Masters,Administration,1,82567,8858
Manager,Female,50,5,College,Marketing,2,117549,5684
Sales Associate,Female,56,5,Masters,Administration,4,143501,8438
Human Resources,Male,32,3,College,Administration,3,53277,9601
Human Resources,Male,22,1,College,Finance,4,100540,9782
Marketing Associate,Male,65,3,High School,Marketing,3,72160,4346
IT,Male,46,3,High School,Administration,5,133745,8355
Software Engineer,Male,45,5,College,Finance,2,129686,5152
IT,Female,21,4,High School,Administration,2,125205,8541
Human Resources,Male,65,1,College,Operations,4,88064,5423
Financial Analyst,Male,62,2,High School,Management,1,71458,6243
Graphic Designer,Female,37,1,PhD,IT,2,86217,7082
Marketing Associate,Female,53,2,College,Marketing,5,83823,3274
Financial Analyst,Female,35,1,High School,Operations,5,119757,6005
Software Engineer,Female,21,1,College,Sales,4,144110,6601
Manager,Female,32,3,High School,Finance,5,143202,9424
Sales Associate,Male,21,1,College,Finance,3,63083,8969
Human Resources,Male,62,1,Masters,Management,5,126800,3859
Human Resources,Male,22,2,High School,Engineering,3,97997,4980
Human Resources,Female,42,3,Masters,Marketing,3,65586,7006
Sales Associate,Female,40,3,PhD,Marketing,2,61047,7977
Human Resources,Male,32,2,High School,Finance,5,143936,4239
Human Resources,Male,40,2,College,Engineering,5,119780,4430
Marketing Associate,Male,30,4,PhD,Finance,4,94803,3597
Sales Associate,Male,42,4,PhD,Marketing,4,110255,8591
IT,Female,41,4,College,Engineering,4,107259,5120
Financial Analyst,Male,24,1,Masters,Management,1,96519,8847
Manager,Female,21,4,PhD,Management,1,72323,9578
Financial Analyst,Female,36,4,Masters,Marketing,4,74398,7477
IT,Male,62,4,High School,Management,2,106219,9591
Marketing Associate,Male,23,3,PhD,Administration,2,58711,7806
Software Engineer,Female,47,2,PhD,IT,4,113213,6721
Financial Analyst,Male,46,4,High School,Administration,5,57676,6712
Software Engineer,Female,40,1,Masters,Operations,3,67868,5219
Human Resources,Female,57,5,Masters,Marketing,3,100153,8621
Software Engineer,Female,44,3,PhD,Operations,3,128024,9853
Graphic Designer,Female,28,3,Masters,Administration,2,117207,5368
Human Resources,Male,56,1,PhD,Administration,3,112860,4321
IT,Male,26,5,College,IT,1,66088,3523
Sales Associate,Male,45,3,Masters,Sales,2,132127,6025
IT,Female,48,2,Masters,Management,1,81587,9379
Financial Analyst,Male,24,5,PhD,Finance,2,67804,4414
IT,Female,28,1,College,Engineering,2,94702,9006
Human Resources,Male,32,3,College,IT,1,106482,9564
Human Resources,Male,49,4,Masters,Marketing,4,66993,6275
Graphic Designer,Female,38,2,Masters,Management,4,102728,5781
Human Resources,Male,44,2,College,Management,4,143867,6285
Graphic Designer,Male,56,2,PhD,Sales,1,97738,9692
Sales Associate,Female,41,1,High School,IT,1,82918,6620
Sales Associate,Male,33,1,College,Marketing,2,115931,5467
Graphic Designer,Female,38,3,High School,Operations,1,113174,4154
Financial Analyst,Male,61,2,College,Finance,1,139109,4162
Software Engineer,Female,41,3,Masters,Operations,5,101996,4164
Marketing Associate,Female,56,1,PhD,Management,5,134084,9356
Software Engineer,Female,55,1,College,Sales,1,55399,8687
IT,Female,27,4,Masters,Sales,1,133502,8065
Human Resources,Male,51,3,High School,Engineering,3,75580,7596
Sales Associate,Male,64,2,Masters,Sales,1,74534,3463
Financial Analyst,Female,44,3,Masters,Sales,5,112943,4805
Marketing Associate,Female,58,5,PhD,IT,1,129636,8506
Software Engineer,Male,60,5,Masters,Administration,2,100538,3421
Manager,Male,40,1,College,Administration,2,145596,4930
Human Resources,Female,35,1,College,Engineering,3,110403,4649
Human Resources,Male,63,2,PhD,Sales,3,125176,8706
Sales Associate,Female,43,3,PhD,Operations,4,108519,8062
Manager,Female,61,1,College,Administration,5,121514,9285
Human Resources,Male,26,1,College,Engineering,3,67822,3150
Marketing Associate,Male,36,3,Masters,Operations,3,54164,6893
Human Resources,Male,21,1,PhD,Engineering,2,145108,9373
IT,Male,30,5,Masters,Administration,3,93019,3552
Sales Associate,Male,61,2,College,Finance,2,133354,8916
Software Engineer,Male,32,1,College,Sales,2,110334,4726
Manager,Female,52,2,College,Administration,5,136129,6803
Manager,Female,47,1,PhD,IT,1,119645,9302
Financial Analyst,Female,42,3,College,Sales,4,98012,9293
Sales Associate,Female,26,4,PhD,Engineering,3,90597,9040
IT,Male,38,4,High School,Engineering,2,61141,6486
Financial Analyst,Female,55,3,Masters,Operations,5,74520,8509
Financial Analyst,Male,41,4,Masters,Marketing,4,143194,3302
Sales Associate,Male,33,4,College,Finance,3,137171,5643
Manager,Female,26,4,Masters,Management,5,82278,7811
IT,Female,36,2,Masters,Marketing,1,127508,8219
Human Resources,Male,24,4,PhD,Marketing,4,101900,3067
Sales Associate,Male,57,2,PhD,Engineering,4,94618,3424
Graphic Designer,Male,62,3,Masters,Administration,5,90851,7107
Marketing Associate,Male,47,4,Masters,Marketing,3,110779,4142
Sales Associate,Female,37,5,College,Management,4,132006,7641
Financial Analyst,Male,41,5,High School,Engineering,5,55302,3593
Financial Analyst,Male,54,1,PhD,IT,1,113619,8677
IT,Female,22,3,Masters,Administration,4,141211,3817
Graphic Designer,Male,41,5,Masters,Engineering,3,126961,7045
IT,Male,34,4,PhD,Management,4,94925,7423
Financial Analyst,Female,57,5,College,Finance,5,93632,3240
Sales Associate,Female,42,4,PhD,Management,2,131882,8169
Manager,Female,63,2,Masters,Operations,1,73567,9910
Financial Analyst,Female,65,4,College,Operations,4,100557,7189
Human Resources,Male,44,5,PhD,Operations,4,138732,9043
Marketing Associate,Female,31,4,High School,IT,5,119801,9209
Financial Analyst,Female,36,4,Masters,IT,5,122050,6626
Human Resources,Male,21,1,High School,Finance,4,101366,7561
Manager,Female,44,1,High School,IT,4,128731,7381
Software Engineer,Female,21,5,High School,IT,1,83115,4174
Manager,Male,39,4,College,Finance,2,113229,3574
Financial Analyst,Male,20,5,High School,IT,5,141447,6679
Manager,Male,46,1,High School,Sales,2,76368,7382
Software Engineer,Male,51,1,College,Engineering,2,119886,6037
IT,Female,50,5,PhD,Management,3,114119,4710
Marketing Associate,Female,28,1,College,Finance,2,129777,8093
IT,Male,62,4,Masters,Administration,5,88398,3002
Financial Analyst,Female,36,1,PhD,Sales,3,137163,9895
Financial Analyst,Female,62,2,PhD,Finance,2,53272,6440
Marketing Associate,Female,30,2,College,Engineering,1,71791,5181
Manager,Male,65,5,High School,Engineering,1,62372,5891
IT,Male,60,1,Masters,Operations,5,60875,4818
Marketing Associate,Female,34,1,High School,Administration,1,136577,5084
Marketing Associate,Female,40,5,College,Marketing,1,145814,9386
Manager,Male,35,2,Masters,Finance,2,147115,8657
Graphic Designer,Male,56,4,PhD,Finance,2,74644,8340
Financial Analyst,Female,20,5,PhD,Administration,5,53423,6623
Sales Associate,Female,57,1,PhD,Finance,1,148604,4336
Manager,Male,48,3,Masters,Operations,5,91009,6169
Human Resources,Male,44,2,PhD,Management,1,146423,6067
Manager,Male,36,1,College,IT,4,76132,6730
Marketing Associate,Female,23,4,College,Sales,3,111176,6533
Marketing Associate,Male,47,5,Masters,Marketing,4,75452,8092
Human Resources,Male,38,4,PhD,Operations,5,88143,6312
Human Resources,Male,49,1,High School,Sales,3,69537,3347
Software Engineer,Male,48,5,PhD,Operations,5,96689,7259
Marketing Associate,Female,35,5,High School,Sales,4,128210,7131
Human Resources,Female,63,5,High School,IT,3,95277,4930
Graphic Designer,Female,20,4,High School,Finance,3,95743,7364
Sales Associate,Male,55,1,Masters,Administration,4,93620,5956
IT,Male,27,5,College,Administration,1,60475,3834
Manager,Male,52,4,PhD,Operations,3,121825,7278
Marketing Associate,Male,47,3,College,Operations,4,58893,3885
IT,Male,58,3,College,Sales,3,144160,8245
Manager,Male,60,3,High School,Engineering,5,85130,4389
Financial Analyst,Male,39,2,High School,Management,2,113375,6969
Sales Associate,Female,35,2,High School,Administration,2,75552,5362
Financial Analyst,Female,20,2,PhD,Operations,4,93567,6684
Human Resources,Female,45,4,College,Engineering,1,119964,9556
Human Resources,Male,27,2,College,Management,5,117903,8380
Marketing Associate,Female,36,5,High School,Finance,2,124368,6109
Financial Analyst,Female,32,5,Masters,Sales,4,88353,4389
Manager,Male,35,5,College,Marketing,4,114998,4655
Graphic Designer,Female,53,5,Masters,Finance,2,114731,6934
Manager,Female,38,4,College,Marketing,1,78838,7065
Graphic Designer,Female,57,4,PhD,Finance,3,114886,7587
Graphic Designer,Male,57,1,High School,Management,3,115775,6048
Human Resources,Female,55,1,PhD,Sales,1,123861,3745
IT,Male,35,3,College,Marketing,2,143638,3060
Marketing Associate,Male,50,1,High School,Operations,1,107935,9814
Graphic Designer,Female,60,3,Masters,Marketing,1,121344,7132
Software Engineer,Male,35,5,High School,Finance,3,79815,6231
Human Resources,Male,22,4,College,Finance,2,55885,6869
IT,Female,62,4,PhD,Operations,2,107332,7143
Human Resources,Male,64,3,PhD,Administration,3,110273,8382
Financial Analyst,Male,36,2,College,Sales,5,54559,3030
Financial Analyst,Female,20,5,Masters,Sales,1,136034,5245
Human Resources,Male,21,5,High School,IT,1,124308,8040
Software Engineer,Female,43,2,Masters,Marketing,3,62257,5162
Sales Associate,Female,60,3,PhD,Administration,2,148904,3399
Financial Analyst,Male,65,2,Masters,Finance,5,58163,9508
Manager,Female,42,1,Masters,Engineering,5,116986,9191
Financial Analyst,Female,45,5,Masters,Administration,2,75505,5983
Sales Associate,Female,32,2,High School,Engineering,1,129735,9518
Manager,Female,23,4,PhD,Management,1,88316,8696
IT,Male,33,4,College,IT,4,57069,7751
Manager,Male,55,1,College,Operations,3,72766,4617
Software Engineer,Male,53,4,PhD,Finance,2,95955,3758
Sales Associate,Male,44,1,College,Administration,1,135709,7489
Financial Analyst,Male,39,5,College,Finance,1,105739,4269
Sales Associate,Male,24,3,High School,Management,3,66692,9787
Software Engineer,Male,31,2,High School,Sales,5,66742,9421
IT,Female,52,4,Masters,IT,3,60286,8427
IT,Male,27,4,College,Administration,2,105843,7515
Graphic Designer,Male,32,4,Masters,Marketing,2,149552,4667
Sales Associate,Female,50,2,High School,Finance,4,134327,3244
Human Resources,Male,54,3,PhD,Sales,5,78397,9519
IT,Male,39,3,Masters,Operations,3,126007,4472
Software Engineer,Female,20,2,High School,Sales,2,77954,8242
Financial Analyst,Male,57,5,College,Finance,5,71358,7299
Manager,Female,33,3,Masters,Engineering,2,89758,7673
Financial Analyst,Male,62,4,High School,IT,5,148377,5674
Human Resources,Male,23,2,High School,Operations,3,135542,3774
Software Engineer,Male,26,4,Masters,Marketing,2,112454,3121
IT,Male,40,3,PhD,Engineering,1,70317,9355
IT,Female,63,4,College,IT,2,96618,4607
Sales Associate,Female,34,2,Masters,Management,3,148980,3451
Graphic Designer,Male,30,2,College,IT,5,123568,5550
Financial Analyst,Male,33,1,College,Marketing,3,96027,6125
Graphic Designer,Female,53,1,PhD,Operations,3,106149,8477
IT,Female,22,2,College,Operations,1,123425,7565
Manager,Male,57,3,College,IT,5,92339,8444
Financial Analyst,Male,44,1,College,Marketing,2,77835,8885
Sales Associate,Female,53,2,High School,Sales,3,144489,3632
Human Resources,Male,28,4,College,Sales,3,56588,3808
Manager,Female,56,1,Masters,Operations,5,122204,3488
IT,Female,53,5,College,Finance,4,59204,7973
Manager,Female,31,4,PhD,Engineering,5,137340,9657
IT,Male,44,4,College,Operations,1,65939,6647
Financial Analyst,Female,49,4,PhD,Administration,5,129563,4637
Financial Analyst,Male,57,5,High School,Management,1,97075,4499
Human Resources,Male,53,3,College,Sales,5,93887,8261
Sales Associate,Male,63,1,College,Sales,3,81003,7309
Software Engineer,Male,30,3,College,Marketing,2,149667,9554
Sales Associate,Male,64,4,College,Marketing,4,120578,4537
Graphic Designer,Female,50,4,College,Management,5,77978,6062
Marketing Associate,Female,24,4,PhD,Operations,5,108375,3900
Marketing Associate,Female,62,3,Masters,Operations,4,144683,9041
Sales Associate,Female,43,2,High School,Engineering,4,123616,4257
Graphic Designer,Female,63,5,College,Marketing,1,140176,9974
Sales Associate,Male,60,3,Masters,Operations,4,118924,3535
Software Engineer,Female,31,2,Masters,Sales,4,83592,8392
Manager,Female,28,3,Masters,Sales,2,149851,9466
IT,Female,33,4,College,Operations,2,56531,8155
Marketing Associate,Female,52,5,PhD,Sales,1,111150,8725
Sales Associate,Male,42,1,College,Management,4,77557,4822
Graphic Designer,Female,57,5,College,Engineering,5,144381,4098
Graphic Designer,Male,23,2,PhD,IT,1,75800,5941
Software Engineer,Female,50,1,College,Sales,5,94190,7718
Human Resources,Female,34,2,High School,Marketing,4,76067,9947
Graphic Designer,Male,27,2,Masters,Management,4,136558,9891
Manager,Female,45,2,High School,Engineering,1,117127,7863
Human Resources,Male,45,4,PhD,Engineering,4,124559,8310
IT,Male,56,4,Masters,Management,5,111298,8893
